   0.000000 150.000000
   0.006943 150.000000
   0.013911 150.000000
   0.020903 150.000000
   0.027919 150.000000
   0.034959 150.000000
   0.042024 150.000000
   0.049114 150.000000
   0.056228 150.000000
   0.063366 150.000000
   0.070530 150.000000
   0.077718 150.000000
   0.084932 150.000000
   0.092170 150.000000
   0.099433 150.000000
   0.106722 150.000000
   0.114036 150.000000
   0.121375 150.000000
   0.128740 150.000000
   0.136131 150.000000
   0.143547 150.000000
   0.150989 150.000000
   0.158456 150.000000
   0.165950 150.000000
   0.173470 150.000000
   0.181015 150.000000
   0.188587 150.000000
   0.196186 150.000000
   0.203810 150.000000
   0.211461 150.000000
   0.219139 150.000000
   0.226843 150.000000
   0.234574 150.000000
   0.242332 150.000000
   0.250117 150.000000
   0.257929 150.000000
   0.265768 150.000000
   0.273634 150.000000
   0.281527 150.000000
   0.289448 150.000000
   0.297397 150.000000
   0.305373 150.000000
   0.313376 150.000000
   0.321408 150.000000
   0.329467 150.000000
   0.337554 150.000000
   0.345670 150.000000
   0.353813 150.000000
   0.361985 150.000000
   0.370186 150.000000
   0.378414 150.000000
   0.386671 150.000000
   0.394957 150.000000
   0.403272 150.000000
   0.411616 150.000000
   0.419988 150.000000
   0.428390 150.000000
   0.436821 150.000000
   0.445281 150.000000
   0.453770 150.000000
   0.462289 150.000000
   0.470837 150.000000
   0.479415 150.000000
   0.488023 150.000000
   0.496661 150.000000
   0.505329 150.000000
   0.514027 150.000000
   0.522755 150.000000
   0.531513 150.000000
   0.540302 150.000000
   0.549121 150.000000
   0.557971 150.000000
   0.566852 150.000000
   0.575763 150.000000
   0.584706 150.000000
   0.593679 150.000000
   0.602684 150.000000
   0.611720 150.000000
   0.620787 150.000000
   0.629886 150.000000
   0.639016 150.000000
   0.648178 150.000000
   0.657372 150.000000
   0.666597 150.000000
   0.675855 150.000000
   0.685145 150.000000
   0.694467 150.000000
   0.703822 150.000000
   0.713209 150.000000
   0.722628 150.000000
   0.732081 150.000000
   0.741566 150.000000
   0.751084 150.000000
   0.760635 150.000000
   0.770219 150.000000
   0.779836 150.000000
   0.789487 150.000000
   0.799172 150.000000
   0.808890 150.000000
   0.818642 150.000000
   0.828427 150.000000
   0.838247 150.000000
   0.848100 150.000000
   0.857988 150.000000
   0.867910 150.000000
   0.877867 150.000000
   0.887858 150.000000
   0.897884 150.000000
   0.907945 150.000000
   0.918041 150.000000
   0.928171 150.000000
   0.938337 150.000000
   0.948538 150.000000
   0.958775 150.000000
   0.969047 150.000000
   0.979355 150.000000
   0.989698 150.000000
   1.000078 149.414579
   1.010493 147.648087
   1.020945 144.720099
   1.031433 140.664832
   1.041958 136.211934
   1.052518 131.835395
   1.063116 127.542075
   1.073750 123.296697
   1.084422 119.136795
   1.095130 115.042929
   1.105876 111.001185
   1.116658 107.036941
   1.127479 103.132651
   1.138336  99.284021
   1.149232  95.496165
   1.160165  91.777753
   1.171137  88.104736
   1.182146  84.487904
   1.193194  80.940589
   1.204280  77.420466
   1.215404  73.969131
   1.226567  70.574742
   1.237769  67.204837
   1.249010  63.921286
   1.260289  60.651753
   1.271608  57.459958
   1.282966  54.273867
   1.294364  51.166831
   1.305801  48.095007
   1.317278  45.057456
   1.328795  42.053595
   1.340352  39.126899
   1.351949  36.209629
   1.363586  33.342438
   1.375263  30.498251
   1.386981  27.723732
   1.398740  24.962956
   1.410540  22.248222
   1.422380  19.626327
   1.434262  17.260948
   1.446185  15.167269
   1.458149  13.348255
   1.470155  11.784956
   1.482202  10.424858
   1.494292   9.163193
   1.506423   8.039399
   1.518596   7.019569
   1.530812   6.092503
   1.543070   5.244272
   1.555371   4.531328
   1.567714   3.862102
   1.580100   3.299796
   1.592529   2.731482
   1.605002   2.250051
   1.617518   1.787914
   1.630077   1.433557
   1.642679   1.104672
   1.655326   0.880051
   1.668016   0.667593
   1.680751   0.494009
   1.693529   0.321795
   1.706352   0.186287
   1.719220   0.080595
   1.732132   0.021604
   1.745089   0.000926
   1.758091   0.000000
   1.771138   0.000000
   1.784231   0.000000
   1.797368   0.000000
   1.810552   0.000000
   1.823781   0.000000
   1.837056   0.000000
   1.850378   0.000000
   1.863745   0.000000
   1.877159   0.000000
   1.890620   0.000000
   1.904127   0.000000
   1.917681   0.000000
   1.931282   0.000000
   1.944931   0.000000
   1.958627   0.000000
   1.972370   0.000000
   1.986161   0.000000
   2.000000   0.000000
