#r,   l, node, open or close = 00open    00close    01close    10open    10close    11close    20open    20close    21close    30open    30close    31close    40open    40close    41close    50open    50close    51close    
   0.95877502   0.74871739   1.00875910  -0.07904035   0.58145451   0.98524484  -0.67143167   0.41811037   0.84955828  -1.02642547   0.29030306   0.68490554  -1.17522800   0.19755978   0.52904998  -1.17701469   0.13268684   0.39669278  -1.08840392
   0.96904714   0.75369184   1.00888428  -0.04650235   0.59076798   0.99399288  -0.64096581   0.42875094   0.86470363  -1.00815535   0.30045016   0.70334987  -1.17260726   0.20635882   0.54818296  -1.18898355   0.13987975   0.41475021  -1.11160850
   0.97935493   0.75859290   1.00872841  -0.01380113   0.60008771   1.00243417  -0.60950139   0.43951439   0.87969050  -0.98825713   0.31081666   0.72186509  -1.16814988   0.21543472   0.56761503  -1.19931587   0.14736934   0.43328560  -1.13366058
   0.98969850   0.76341911   1.00828860   0.01902863   0.60941027   1.01055765  -0.57706998   0.45039763   0.89450062  -0.96673124   0.32140213   0.74043106  -1.16181040   0.22479080   0.58733013  -1.20792253   0.15516264   0.45229125  -1.15444201
   1.00007798   0.76816897   1.00756201   0.05195144   0.61873215   1.01835225  -0.54370553   0.46139741   0.90911539  -0.94358187   0.33220588   0.75902679  -1.15354702   0.23443016   0.60731089  -1.21471627   0.16326658   0.47175791  -1.17383345
   1.01049349   0.77284099   1.00654588   0.08493113   0.62804980   1.02580693  -0.50944438   0.47251029   0.92351592  -0.91881705   0.34322699   0.77763049  -1.14332188   0.24435565   0.62753864  -1.21961211   0.17168794   0.49167474  -1.19171484
   1.02094517   0.77743366   1.00523749   0.11793081   0.63735958   1.03291066  -0.47432527   0.48373267   0.93768299  -0.89244875   0.35446425   0.79621952  -1.13110132   0.25456987   0.64799337  -1.22252780   0.18043333   0.51202927  -1.20796586
   1.03143313   0.78194548   1.00363419   0.15091293   0.64665779   1.03965245  -0.43838931   0.49506076   0.95159712  -0.86449298   0.36591620   0.81477046  -1.11685616   0.26507515   0.66865374  -1.22338425   0.18950921   0.53280730  -1.22246654
   1.04195751   0.78637492   1.00173342   0.18383933   0.65594067   1.04602135  -0.40167996   0.50649059   0.96523858  -0.83496989   0.37758110   0.83325906  -1.10056199   0.27587351   0.68949700  -1.22210597   0.19892181   0.55399287  -1.23509772
   1.05251842   0.79072046   0.99953266   0.21667123   0.66520437   1.05200646  -0.36424306   0.51801801   0.97858736  -0.80390385   0.38945692   0.85166032  -1.08219940   0.28696668   0.71049907  -1.21862157   0.20867714   0.57556821  -1.24574172
   1.06311599   0.79498055   0.99702948   0.24936931   0.67444501   1.05759696  -0.32612672   0.52963867   0.99162324  -0.77132351   0.40154135   0.86994842  -1.06175428   0.29835606   0.73163445  -1.21286417   0.21878093   0.59751368  -1.25428287
   1.07375036   0.79915367   0.99422153   0.28189372   0.68365862   1.06278208  -0.28738136   0.54134805   1.00432581  -0.73726190   0.41383176   0.88809682  -1.03921801   0.31004270   0.75287627  -1.20477192   0.22923868   0.61980773  -1.26060821
   1.08442165   0.80323826   0.99110652   0.31420417   0.69284118   1.06755116  -0.24805963   0.55314144   1.01667443  -0.70175645   0.42632523   0.90607824  -1.01458777   0.32202732   0.77419623  -1.19428844   0.24005553   0.64242684  -1.26460812
   1.09512999   0.80723277   0.98768226   0.34625991   0.70198858   1.07189361  -0.20821640   0.56501392   1.02864833  -0.66484902   0.43901849   0.92386466  -0.98786672   0.33431022   0.79556469  -1.18136329   0.25123631   0.66534550  -1.26617700
   1.10587550   0.81113564   0.98394665   0.37801982   0.71109667   1.07579898  -0.16790866   0.57696039   1.04022657  -0.62658599   0.45190798   0.94142739  -0.95906427   0.34689133   0.81695056  -1.16595246   0.26278550   0.68853617  -1.26521394
   1.11665832   0.81494530   0.97989764   0.40944244   0.72016124   1.07925691  -0.12719551   0.58897556   1.05138811  -0.58701822   0.46498978   0.95873706  -0.92819622   0.35977018   0.83832142  -1.14801880   0.27470717   0.71196923  -1.26162349
   1.12747857   0.81866019   0.97553339   0.44048603   0.72917799   1.08225718  -0.08613807   0.60105394   1.06211181  -0.54620111   0.47825964   0.97576368  -0.89528499   0.37294584   0.85964344  -1.12753249   0.28700497   0.73561298  -1.25531631
   1.13833639   0.82227872   0.97085196   0.47110863   0.73814259   1.08478974  -0.04479944   0.61318983   1.07237644  -0.50419456   0.49171297   0.99247663  -0.86035983   0.38641696   0.88088148  -1.10447149   0.29968210   0.75943361  -1.24620995
   1.14923191   0.82579952   0.96585169   0.50126819   0.74705079   1.08684492  -0.00324457   0.62537751   1.08216101  -0.46106306   0.50534492   1.00884497  -0.82345710   0.40018179   0.90199924  -1.07882222   0.31274136   0.78339534  -1.23422985
   1.16016525   0.82922203   0.96053244   0.53092309   0.75589909   1.08841434   0.03845978   0.63761167   1.09144559  -0.41687602   0.51915081   1.02483825  -0.78462108   0.41423853   0.92296007  -1.05058079   0.32618536   0.80746110  -1.21931106
   1.17113655   0.83254712   0.95489548   0.56003258   0.76468518   1.08949164   0.08024531   0.64988793   1.10021216  -0.37170789   0.53312650   1.04042728  -0.74390450   0.42858559   0.94372764  -1.01975406   0.34001674   0.83159305  -1.20139969
   1.18214594   0.83577618   0.94894259   0.58855643   0.77340724   1.09007134   0.12204238   0.66220217   1.10844343  -0.32563740   0.54726788   1.05558315  -0.70136761   0.44322123   0.96426509  -0.98635868   0.35423786   0.85575191  -1.18045228
   1.19319355   0.83891040   0.94267558   0.61645454   0.78206327   1.09014789   0.16378016   0.67455000   1.11612199  -0.27874715   0.56157043   1.07027639  -0.65707750   0.45814316   0.98453427  -0.95042053   0.36885048   0.87989621  -1.15643538
   1.20427951   0.84195103   0.93609634   0.64368709   0.79065127   1.08971598   0.20538667   0.68692695   1.12323061  -0.23112359   0.57602935   1.08447727  -0.61110843   0.47334865   1.00449603  -0.91197532   0.38385587   0.90398258  -1.12932658
   1.21540396   0.84489943   0.92920693   0.67021468   0.79916934   1.08877070   0.24678893   0.69932847   1.12975232  -0.18285696   0.59063960   1.09815595  -0.56354179   0.48883455   1.02411034  -0.87106887   0.39925471   0.92796579  -1.09911514
   1.22656704   0.84775699   0.92200944   0.69599834   0.80761562   1.08730731   0.28791311   0.71174995   1.13567040  -0.13404111   0.60539589   1.11128241  -0.51446608   0.50459728   1.04333630  -0.82775728   0.41504716   0.95179877  -1.06580261
   1.23776887   0.85052507   0.91450599   0.72099954   0.81598818   1.08532125   0.32868458   0.72418661   1.14096829  -0.08477333   0.62029255   1.12382643  -0.46397677   0.52063268   1.06213206  -0.78210706   0.43123269   0.97543255  -1.02940319
   1.24900959   0.85320504   0.90669882   0.74518024   0.82428508   1.08280830   0.36902808   0.73663355   1.14562963  -0.03515420   0.63532363   1.13575769  -0.41217627   0.53693613   1.08045492  -0.73419528   0.44781013   0.99881631  -0.98994435
   1.26028933   0.85579838   0.89859024   0.76850306   0.83250451   1.07976448   0.40886790   0.74908583   1.14963848   0.01471253   0.65048293   1.14704592  -0.35917386   0.55350253   1.09826159  -0.68410983   0.46477768   1.02189762  -0.94746748
   1.27160823   0.85830648   0.89018256   0.79093119   0.84064454   1.07618597   0.44812792   0.76153833   1.15297908   0.06472023   0.66576387   1.15766076  -0.30508549   0.57032618   1.11550797  -0.63194930   0.48213276   1.04462224  -0.90202805
   1.28296644   0.86073074   0.88147812   0.81242848   0.84870324   1.07206925   0.48673180   0.77398580   1.15563594   0.11475948   0.68115954   1.16757183  -0.25003362   0.58740083   1.13214928  -0.57782306   0.49987207   1.06693428  -0.85369608
   1.29436407   0.86307264   0.87247946   0.83295959   0.85667873   1.06741116   0.52460315   0.78642291   1.15759404   0.16471840   0.69666277   1.17674900  -0.19414707   0.60471973   1.14814035  -0.52185130   0.51799154   1.08877642  -0.80255661
   1.30580127   0.86533370   0.86318906   0.85249007   0.86456921   1.06220869   0.56166571   0.79884430   1.15883876   0.21448281   0.71226609   1.18516232  -0.13756077   0.62227556   1.16343557  -0.46416497   0.53648635   1.11008990  -0.74870985
   1.31727818   0.86751544   0.85360967   0.87098628   0.87237282   1.05645943   0.59784342   0.81124446   1.15935590   0.26393651   0.72796172   1.19278207  -0.08041548   0.64006043   1.17798895  -0.40490556   0.55535082   1.13081462  -0.69227138
   1.32879494   0.86961945   0.84374392   0.88841560   0.88008779   1.05016094   0.63306069   0.82361780   1.15913166   0.31296153   0.74374155   1.19957884  -0.02285751   0.65806587   1.19175430  -0.34422498   0.57457846   1.15088926  -0.63337227
   1.34035168   0.87164720   0.83359437   0.90474625   0.88771220   1.04331102   0.66724237   0.83595854   1.15815252   0.36143841   0.75959709   1.20552342   0.03496163   0.67628273   1.20468506  -0.28228524   0.59416180   1.17025125  -0.57215901
   1.35194854   0.87360019   0.82316406   0.91994755   0.89524419   1.03590822   0.70031410   0.84826078   1.15640597   0.40924646   0.77551951   1.21058704   0.09288555   0.69470124   1.21673464  -0.21925821   0.61409246   1.18883702  -0.50879357
   1.36358566   0.87548020   0.81245577   0.93399021   0.90268214   1.02795106   0.73220260   0.86051880   1.15387962   0.45626423   0.79149989   1.21474175   0.15075340   0.71331123   1.22785683  -0.15532540   0.63436133   1.20658251  -0.44345344
   1.37526318   0.87728865   0.80147217   0.94684573   0.91002409   1.01943814   0.76283538   0.87272639   1.15056138   0.50236952   0.80752866   1.21795964   0.20840028   0.73210160   1.23800505  -0.09067726   0.65495804   1.22342240  -0.37633099
   1.38698125   0.87902714   0.79021662   0.95848701   0.91726822   1.01036920   0.79214135   0.88487743   1.14644063   0.54743996   0.82359607   1.22021364   0.26565770   0.75106073   1.24713319  -0.02551290   0.67587136   1.23929106  -0.30763344
   1.39874000   0.88069765   0.77869218   0.96888867   0.92441314   1.00074383   0.82005115   0.89696603   1.14150684   0.59135348   0.83969237   1.22147778   0.32235414   0.77017665   1.25519604   0.03996041   0.69708931   1.25412296  -0.23758259
   1.41053957   0.88230154   0.76690150   0.97802600   0.93145679   0.99056142   0.84649651   0.90898561   1.13574951   0.63398811   0.85580692   1.22172579   0.37831535   0.78943623   1.26214799   0.10552800   0.71859838   1.26785149  -0.16641379
   1.42238010   0.88384022   0.75484793   0.98587572   0.93839715   0.97982247   0.87141097   0.92092949   1.12915966   0.67522268   0.87192875   1.22093315   0.43336505   0.80882566   1.26794408   0.17096835   0.74038403   1.28040999  -0.09437569
   1.43426175   0.88531590   0.74253504   0.99241697   0.94523307   0.96852807   0.89473080   0.93279176   1.12172931   0.71493775   0.88804737   1.21907656   0.48732577   0.82833120   1.27254129   0.23605390   0.76243127   1.29173316  -0.02172960
   1.44618464   0.88673029   0.72996582   0.99762979   0.95196283   0.95667889   0.91639394   0.94456584   1.11345027   0.75301510   0.90415144   1.21613269   0.54001900   0.84793796   1.27589666   0.30055174   0.78472356   1.30175523   0.05125161
   1.45814893   0.88808460   0.71714332   1.00149528   0.95858421   0.94427587   0.93634019   0.95624453   1.10431506   0.78933804   0.92022878   1.21207914   0.59126575   0.86762989   1.27796759   0.36422436   0.80724282   1.31041031   0.12428438
   1.47015475   0.88938071   0.70407125   1.00399690   0.96509568   0.93132122   0.95451251   0.96782127   1.09431797   0.82379277   0.93626758   1.20689576   0.64088777   0.88739087   1.27871371   0.42683080   0.82997036   1.31763424   0.19707543
   1.48220225   0.89062088   0.69075330   1.00512028   0.97149614   0.91781737   0.97085702   0.97928979   1.08345397   0.85626857   0.95225608   1.20056342   0.68870821   0.90720449   1.27809621   0.48812770   0.85288671   1.32336442   0.26932303
   1.49429158   0.89180668   0.67719262   1.00485186   0.97778373   0.90376634   0.98532197   0.99064296   1.07171795   0.88665726   0.96818149   1.19306323   0.73455156   0.92705292   1.27607653   0.54786979   0.87597054   1.32753843   0.34071810
   1.50642289   0.89293935   0.66339253   1.00317979   0.98395623   0.88917074   0.99785832   1.00187326   1.05910585   0.91485390   0.98403033   1.18437787   0.77824454   0.94691734   1.27261788   0.60581104   0.89919904   1.33009489   0.41094553
   1.51859630   0.89402093   0.64935687   1.00009491   0.99001230   0.87403415   1.00842115   1.01297387   1.04561527   0.94075824   0.99978967   1.17449222   0.81961775   0.96677902   1.26768614   0.66170637   0.92254891   1.33097534   0.47968596
   1.53081199   0.89505368   0.63508953   0.99559002   0.99595084   0.85836058   1.01696926   1.02393822   1.03124475   0.96427470   1.01544652   1.16339273   0.85850603   0.98661880   1.26124914   0.71531266   0.94599590   1.33012356   0.54661730
   1.54307008   0.89603934   0.62059410   0.98965928   1.00177019   0.84215394   1.02346440   1.03475903   1.01599315   0.98531194   1.03098699   1.15106669   0.89474850   1.00641626   1.25327601   0.76638926   0.96951400   1.32748469   0.61141598
   1.55537072   0.89697928   0.60587398   0.98229856   1.00746827   0.82541826   1.02787174   1.04542851   0.99986004   1.00378343   1.04639649   1.13750269   0.92818947   1.02614991   1.24373771   0.81469936   0.99307558   1.32300600   0.67375861
   1.56771408   0.89787518   0.59093288   0.97350609   1.01304334   0.80815830   1.03016059   1.05593915   0.98284629   1.01960852   1.06166047   1.12269142   0.95867983   1.04579787   1.23260798   0.86001174   1.01665209   1.31663797   0.73332423
   1.58010028   0.89872933   0.57577509   0.96328315   1.01849435   0.79037996   1.03030551   1.06628409   0.96495476   1.03271332   1.07676479   1.10662641   0.98607818   1.06533833   1.21986427   0.90210239   1.04021442   1.30833540   0.78979648
   1.59252949   0.89954409   0.56040461   0.95163263   1.02382033   0.77208914   1.02828475   1.07645646   0.94618884   1.04303036   1.09169514   1.08930247   1.01025109   1.08474889   1.20548605   0.94075532   1.06373234   1.29805578   0.84286515
   1.60500185   0.90032102   0.54482509   0.93855882   1.02901944   0.75329156   1.02408017   1.08644841   0.92655222   1.05049811   1.10643598   1.07071545   1.03107292   1.10400559   1.18945467   0.97576307   1.08717351   1.28575917   0.89222745
   1.61751751   0.90106137   0.52904030   0.92406842   1.03408946   0.73399351   1.01767837   1.09625161   0.90604992   1.05506178   1.12097110   1.05086345   1.04842700   1.12308340   1.17175471   1.00692836   1.11050397   1.27140980   0.93759027
   1.63007662   0.90176705   0.51305419   0.90817059   1.03902890   0.71420188   1.00907089   1.10585848   0.88468827   1.05667489   1.13528485   1.02974686   1.06220760   1.14195746   1.15237415   1.03406651   1.13368934   1.25497640   0.97867320
   1.64267933   0.90243977   0.49687067   0.89087658   1.04383611   0.69392388   0.99825392   1.11526114   0.86247460   1.05529859   1.14936108   1.00736802   1.07231963   1.16060209   1.13130408   1.05700580   1.15669385   1.23643191   1.01520987
   1.65532580   0.90308101   0.48049363   0.87219980   1.04850911   0.67316702   0.98522842   1.12445133   0.83941727   1.05090198   1.16318308   0.98373131   1.07867930   1.17899065   1.10853881   1.07558873   1.17948022   1.21575384   1.04694983
   1.66801617   0.90369211   0.46392695   0.85215593   1.05304581   0.65193926   0.97000036   1.13342063   0.81552577   1.04346268   1.17673375   0.95884334   1.08121505   1.19709578   1.08407619   1.08967341   1.20200988   1.19292464   1.07366082
   1.68075060   0.90427423   0.44717437   0.83076258   1.05744387   0.63024864   0.95258037   1.14216024   0.79081042   1.03296660   1.18999549   0.93271254   1.07986781   1.21488925   1.05791725   1.09913468   1.22424285   1.16793144   1.09513064
   1.69352924   0.90482814   0.43023956   0.80803956   1.06170051   0.60810357   0.93298417   1.15066089   0.76528261   1.01940859   1.20294997   0.90534957   1.07459184   1.23234177   1.03006666   1.10386507   1.24613754   1.14076673   1.11116899
   1.70635225   0.90535465   0.41312637   0.78400924   1.06581300   0.58551304   0.91123300   1.15891328   0.73895515   1.00279308   1.21557872   0.87676772   1.06535580   1.24942359   1.00053333   1.10377670   1.26765133   1.11142901   1.12160993
   1.71921977   0.90585476   0.39583871   0.75869641   1.06977882   0.56248653   0.88735357   1.16690826   0.71184215   0.98313413   1.22786328   0.84698281   1.05214314   1.26610461   0.96933032   1.09880215   1.28874078   1.07992293   1.12631394
   1.73213197   0.90632907   0.37838039   0.73212797   1.07359499   0.53903376   0.86137768   1.17463619   0.68395873   0.96045526   1.23978447   0.81601287   1.03495212   1.28235377   0.93647451   1.08889498   1.30936096   1.04625897   1.12516890
   1.74508899   0.90677793   0.36075520   0.70433308   1.07725821   0.51516482   0.83334252   1.18208703   0.65532117   0.93478979   1.25132261   0.78387838   1.01379650   1.29813914   0.90198699   1.07403094   1.32946557   1.01045396   1.11809211
   1.75809100   0.90720192   0.34296727   0.67534386   1.08076547   0.49089066   0.80329146   1.18925097   0.62594755   0.90618193   1.26245812   0.75060305   0.98870696   1.31342868   0.86589399   1.05420980   1.34900774   0.97253224   1.10503294
   1.77113814   0.90760188   0.32502074   0.64519477   1.08411406   0.46622267   0.77127340   1.19611855   0.59585724   0.87468608   1.27317168   0.71621316   0.95973057   1.32819035   0.82822617   1.02945530   1.36794018   0.93252501   1.08597330
   1.78423059   0.90797809   0.30691959   0.61392224   1.08730061   0.44117237   0.73734232   1.20267952   0.56507050   0.84036646   1.28344304   0.68073724   0.92693052   1.34239092   0.78901830   0.99981514   1.38621396   0.89046996   1.06092834
   1.79736848   0.90833042   0.28866798   0.58156531   1.09032126   0.41575192   0.70155803   1.20892311   0.53360916   0.80329799   1.29325128   0.64420679   0.89038731   1.35599627   0.74831015   0.96536262   1.40377886   0.84641239   1.02994862
   1.81055199   0.90865951   0.27027032   0.54816583   1.09317305   0.38997430   0.66398649   1.21483950   0.50149678   0.76356672   1.30257643   0.60665656   0.85019930   1.36897304   0.70614681   0.92619748   1.42058514   0.80040573   0.99312151
   1.82378127   0.90896595   0.25173104   0.51376794   1.09585299   0.36385286   0.62469910   1.22041884   0.46875821   0.72126899   1.31139844   0.56812398   0.80648196   1.38128769   0.66257814   0.88244531   1.43658251   0.75251082   0.95057097
   1.83705648   0.90924970   0.23305451   0.47841784   1.09835732   0.33740127   0.58377241   1.22565039   0.43541937   0.67651119   1.31969627   0.52864897   0.75936756   1.39290546   0.61765850   0.83425737   1.45171917   0.70279583   0.90245766
   1.85037777   0.90951050   0.21424523   0.44216425   1.10068204   0.31063381   0.54128869   1.23052321   0.40150775   0.62941032   1.32744857   0.48827448   0.70900589   1.40379117   0.57144746   0.78181153   1.46594267   0.65133700   0.84898018
   1.86374532   0.90974871   0.19530796   0.40505851   1.10282387   0.28356547   0.49733597   1.23502711   0.36705252   0.58009401   1.33463485   0.44704665   0.65556427   1.41391048   0.52400996   0.72531230   1.47920123   0.59821888   0.79037530
   1.87715927   0.90996475   0.17624750   0.36715423   1.10477964   0.25621176   0.45200757   1.23915207   0.33208417   0.52869995   1.34123479   0.40501444   0.59922684   1.42322915   0.47541590   0.66499000   1.49144304   0.54353395   0.72691715
   1.89061979   0.91015852   0.15706870   0.32850713   1.10654555   0.22858860   0.40540186   1.24288739   0.29663452   0.47537552   1.34722731   0.36222954   0.54019405   1.43171215   0.42574004   0.60110022   1.50261537   0.48738243   0.65891655
   1.90412704   0.91032977   0.13777650   0.28917520   1.10811760   0.20071246   0.35762234   1.24622219   0.26073680   0.42027771   1.35259122   0.31874649   0.47868244   1.43932431   0.37506214   0.53392338   1.51266532   0.42987253   0.58672046
   1.91768119   0.91047845   0.11837602   0.24921870   1.10949210   0.17260043   0.30877761   1.24914594   0.22442575   0.36357302   1.35730575   0.27462284   0.41492437   1.44603099   0.32346712   0.46376421   1.52154054   0.37112050   0.51071119
   1.93128239   0.91060469   0.09887250   0.20870009   1.11066554   0.14427016   0.25898109   1.25164841   0.18773753   0.30543697   1.36135050   0.22991896   0.34916720   1.45179802   0.27104480   0.39095063   1.52918925   0.31125047   0.43130482
   1.94493082   0.91070846   0.07927126   0.16768382   1.11163426   0.11573982   0.20835076   1.25371920   0.15070967   0.24605357   1.36470506   0.18469797   0.28167251   1.45659130   0.21788985   0.31583245   1.53555990   0.25039419   0.34894939
   1.95862663   0.91078947   0.05957775   0.12623636   1.11239429   0.08702811   0.15700900   1.25534771   0.11338106   0.18561493   1.36734882   0.13902573   0.21271526   1.46037673   0.16410162   0.23878010   1.54060110   0.18869090   0.26412298
   1.97236998   0.91084751   0.03979755   0.08442610   1.11294179   0.05815429   0.10508236   1.25652348   0.07579195   0.12432084   1.36926152   0.09297077   0.14258302   1.46312077   0.10978416   0.16018328   1.54426232   0.12628720   0.17733157
   1.98616105   0.91088243   0.01993636   0.04232331   1.11327298   0.02913814   0.05270131   1.25723627   0.03798396   0.06237809   1.37042328   0.04660429   0.07157479   1.46479050   0.05504599   0.08044902   1.54649403   0.06333674   0.08910613
   2.00000000   0.91089412   0.00000000   0.00000000   1.11338418   0.00000000   0.00000000   1.25747598   0.00000000   0.00000000   1.37081458   0.00000000   0.00000000   1.46535370   0.00000000   0.00000000   1.54724781   0.00000000   0.00000000
