   0.000000  -1.000000
   0.009038  -1.000000
   0.018085  -1.000000
   0.027141  -1.000000
   0.036206  -1.000000
   0.045280  -1.000000
   0.054363  -1.000000
   0.063455  -1.000000
   0.072556  -1.000000
   0.081667  -1.000000
   0.090786  -1.000000
   0.099915  -1.000000
   0.109053  -1.000000
   0.118200  -1.000000
   0.127356  -1.000000
   0.136521  -1.000000
   0.145695  -1.000000
   0.154879  -1.000000
   0.164072  -1.000000
   0.173274  -1.000000
   0.182485  -1.000000
   0.191705  -1.000000
   0.200935  -1.000000
   0.210174  -1.000000
   0.219422  -1.000000
   0.228679  -1.000000
   0.237946  -1.000000
   0.247222  -1.000000
   0.256507  -1.000000
   0.265802  -1.000000
   0.275105  -1.000000
   0.284418  -1.000000
   0.293741  -1.000000
   0.303072  -1.000000
   0.312414  -1.000000
   0.321764  -1.000000
   0.331124  -1.000000
   0.340493  -1.000000
   0.349871  -1.000000
   0.359259  -1.000000
   0.368656  -1.000000
   0.378063  -1.000000
   0.387479  -1.000000
   0.396905  -1.000000
   0.406340  -1.000000
   0.415784  -1.000000
   0.425238  -1.000000
   0.434701  -1.000000
   0.444174  -1.000000
   0.453656  -1.000000
   0.463148  -1.000000
   0.472649  -1.000000
   0.482160  -1.000000
   0.491680  -1.000000
   0.501210  -1.000000
   0.510749  -1.000000
   0.520298  -1.000000
   0.529856  -1.000000
   0.539424  -1.000000
   0.549002  -1.000000
   0.558589  -1.000000
   0.568185  -1.000000
   0.577792  -1.000000
   0.587408  -1.000000
   0.597033  -1.000000
   0.606668  -1.000000
   0.616313  -1.000000
   0.625968  -1.000000
   0.635632  -1.000000
   0.645306  -1.000000
   0.654989  -1.000000
   0.664682  -1.000000
   0.674385  -1.000000
   0.684098  -1.000000
   0.693820  -1.000000
   0.703552  -1.000000
   0.713294  -1.000000
   0.723045  -1.000000
   0.732806  -1.000000
   0.742577  -1.000000
   0.752358  -1.000000
   0.762149  -1.000000
   0.771949  -1.000000
   0.781759  -1.000000
   0.791579  -1.000000
   0.801409  -1.000000
   0.811249  -1.000000
   0.821098  -1.000000
   0.830957  -1.000000
   0.840827  -1.000000
   0.850706  -1.000000
   0.860595  -1.000000
   0.870493  -1.000000
   0.880402  -1.000000
   0.890321  -1.000000
   0.900249  -1.000000
   0.910188  -1.000000
   0.920136  -1.000000
   0.930095  -1.000000
   0.940063  -1.000000
   0.950042  -1.000000
   0.960030  -1.000000
   0.970028  -1.000000
   0.980037  -1.000000
   0.990055  -1.000000
   1.000083  -1.000000
   1.010122  -1.000000
   1.020170  -1.000000
   1.030229  -1.000000
   1.040297  -1.000000
   1.050376  -1.000000
   1.060465  -1.000000
   1.070564  -1.000000
   1.080672  -1.000000
   1.090792  -1.000000
   1.100921  -1.000000
   1.111060  -1.000000
   1.121209  -1.000000
   1.131369  -1.000000
   1.141539  -0.997749
   1.151719  -0.983338
   1.161909  -0.958203
   1.172109  -0.932214
   1.182320  -0.907160
   1.192540  -0.882699
   1.202771  -0.857467
   1.213013  -0.833107
   1.223264  -0.810573
   1.233526  -0.786159
   1.243798  -0.763994
   1.254080  -0.740962
   1.264373  -0.717926
   1.274675  -0.696120
   1.284988  -0.674677
   1.295312  -0.653809
   1.305646  -0.632617
   1.315990  -0.611223
   1.326344  -0.592002
   1.336709  -0.572474
   1.347084  -0.549448
   1.357470  -0.532507
   1.367866  -0.514531
   1.378272  -0.493629
   1.388689  -0.472805
   1.399116  -0.458870
   1.409554  -0.440433
   1.420002  -0.418423
   1.430461  -0.401388
   1.440930  -0.387680
   1.451409  -0.369470
   1.461899  -0.351046
   1.472400  -0.331107
   1.482910  -0.317895
   1.493432  -0.304435
   1.503964  -0.287145
   1.514507  -0.266616
   1.525060  -0.251979
   1.535623  -0.237143
   1.546197  -0.225977
   1.556782  -0.211143
   1.567378  -0.192692
   1.577984  -0.173695
   1.588600  -0.161608
   1.599227  -0.150767
   1.609865  -0.138889
   1.620514  -0.123873
   1.631173  -0.112904
   1.641843  -0.101732
   1.652523  -0.091685
   1.663215  -0.081135
   1.673916  -0.076209
   1.684629  -0.069509
   1.695352  -0.061732
   1.706086  -0.054688
   1.716831  -0.049091
   1.727587  -0.046930
   1.738353  -0.041991
   1.749130  -0.035776
   1.759918  -0.029944
   1.770716  -0.028961
   1.781526  -0.027767
   1.792346  -0.023487
   1.803177  -0.018182
   1.814019  -0.015352
   1.824872  -0.015203
   1.835735  -0.014980
   1.846610  -0.011668
   1.857495  -0.008270
   1.868391  -0.006139
   1.879299  -0.006082
   1.890217  -0.006082
   1.901146  -0.005470
   1.912086  -0.003190
   1.923037  -0.001876
   1.933998  -0.001521
   1.944971  -0.001521
   1.955955  -0.001521
   1.966950  -0.001521
   1.977955  -0.000493
   1.988972  -0.000077
   2.000000  -0.000000
