#r,   l, node, open or close = 00open    00close    01close    10open    10close    11close    20open    20close    21close    30open    30close    31close    
   0.03212155   0.03003311   0.05253950  -0.10177325   0.00084216   0.00190204  -0.00531094   0.00002215   0.00006117  -0.00022322   0.00000057   0.00000185  -0.00000840
   0.03325115   0.03108883   0.05438537  -0.10533902   0.00090165   0.00203638  -0.00568562   0.00002451   0.00006768  -0.00024698   0.00000065   0.00000212  -0.00000960
   0.03441515   0.03217666   0.05628726  -0.10901195   0.00096511   0.00217965  -0.00608516   0.00002712   0.00007487  -0.00027319   0.00000074   0.00000242  -0.00001097
   0.03561460   0.03329756   0.05824686  -0.11279516   0.00103278   0.00233242  -0.00651114   0.00002999   0.00008280  -0.00030209   0.00000085   0.00000276  -0.00001253
   0.03685058   0.03445255   0.06026591  -0.11669185   0.00110493   0.00249531  -0.00696523   0.00003315   0.00009154  -0.00033395   0.00000097   0.00000315  -0.00001431
   0.03812420   0.03564265   0.06234619  -0.12070531   0.00118186   0.00266895  -0.00744921   0.00003664   0.00010117  -0.00036906   0.00000111   0.00000360  -0.00001633
   0.03943661   0.03686892   0.06448955  -0.12483891   0.00126385   0.00285403  -0.00796498   0.00004049   0.00011178  -0.00040774   0.00000126   0.00000411  -0.00001864
   0.04078898   0.03813246   0.06669788  -0.12909610   0.00135124   0.00305128  -0.00851454   0.00004472   0.00012347  -0.00045035   0.00000144   0.00000469  -0.00002126
   0.04218255   0.03943440   0.06897313  -0.13348042   0.00144436   0.00326147  -0.00910001   0.00004939   0.00013635  -0.00049728   0.00000164   0.00000535  -0.00002425
   0.04361855   0.04077590   0.07131730  -0.13799549   0.00154359   0.00348541  -0.00972366   0.00005453   0.00015054  -0.00054894   0.00000187   0.00000609  -0.00002764
   0.04509829   0.04215816   0.07373245  -0.14264504   0.00164931   0.00372398  -0.01038788   0.00006019   0.00016615  -0.00060582   0.00000213   0.00000695  -0.00003150
   0.04662309   0.04358240   0.07622072  -0.14743285   0.00176192   0.00397811  -0.01109521   0.00006642   0.00018334  -0.00066842   0.00000243   0.00000792  -0.00003589
   0.04819433   0.04504989   0.07878427  -0.15236281   0.00188188   0.00424877  -0.01184835   0.00007328   0.00020226  -0.00073729   0.00000277   0.00000902  -0.00004088
   0.04981342   0.04656195   0.08142536  -0.15743889   0.00200964   0.00453701  -0.01265016   0.00008082   0.00022308  -0.00081307   0.00000316   0.00001027  -0.00004655
   0.05148181   0.04811991   0.08414630  -0.16266516   0.00214569   0.00484394  -0.01350367   0.00008913   0.00024599  -0.00089641   0.00000359   0.00001169  -0.00005299
   0.05320102   0.04972515   0.08694946  -0.16804576   0.00229056   0.00517073  -0.01441210   0.00009826   0.00027118  -0.00098806   0.00000409   0.00001331  -0.00006030
   0.05497259   0.05137911   0.08983728  -0.17358492   0.00244481   0.00551864  -0.01537886   0.00010831   0.00029889  -0.00108883   0.00000465   0.00001514  -0.00006861
   0.05679811   0.05308325   0.09281227  -0.17928696   0.00260902   0.00588898  -0.01640757   0.00011935   0.00032935  -0.00119960   0.00000530   0.00001723  -0.00007804
   0.05867922   0.05483908   0.09587701  -0.18515627   0.00278383   0.00628317  -0.01750204   0.00013150   0.00036284  -0.00132134   0.00000602   0.00001959  -0.00008874
   0.06061762   0.05664815   0.09903415  -0.19119734   0.00296989   0.00670269  -0.01866635   0.00014485   0.00039966  -0.00145511   0.00000685   0.00002228  -0.00010089
   0.06261506   0.05851206   0.10228641  -0.19741472   0.00316793   0.00714914  -0.01990480   0.00015953   0.00044012  -0.00160209   0.00000779   0.00002532  -0.00011466
   0.06467332   0.06043246   0.10563660  -0.20381303   0.00337868   0.00762420  -0.02122193   0.00017566   0.00048459  -0.00176353   0.00000885   0.00002878  -0.00013028
   0.06679427   0.06241104   0.10908759  -0.21039699   0.00360296   0.00812965  -0.02262257   0.00019338   0.00053344  -0.00194083   0.00001006   0.00003270  -0.00014800
   0.06897981   0.06444955   0.11264232  -0.21717136   0.00384159   0.00866739  -0.02411182   0.00021286   0.00058710  -0.00213552   0.00001142   0.00003715  -0.00016809
   0.07123192   0.06654977   0.11630383  -0.22414096   0.00409550   0.00923943  -0.02569510   0.00023425   0.00064605  -0.00234927   0.00001298   0.00004219  -0.00019085
   0.07355260   0.06871355   0.12007522  -0.23131068   0.00436562   0.00984791  -0.02737811   0.00025775   0.00071078  -0.00258389   0.00001474   0.00004791  -0.00021665
   0.07594397   0.07094279   0.12395969  -0.23868546   0.00465298   0.01049508  -0.02916692   0.00028355   0.00078186  -0.00284139   0.00001673   0.00005438  -0.00024587
   0.07840816   0.07323943   0.12796051  -0.24627026   0.00495864   0.01118335  -0.03106790   0.00031189   0.00085990  -0.00312394   0.00001899   0.00006173  -0.00027898
   0.08094740   0.07560550   0.13208103  -0.25407010   0.00528377   0.01191526  -0.03308784   0.00034300   0.00094556  -0.00343393   0.00002155   0.00007004  -0.00031647
   0.08356397   0.07804304   0.13632469  -0.26208998   0.00562956   0.01269352  -0.03523387   0.00037716   0.00103959  -0.00377396   0.00002446   0.00007947  -0.00035891
   0.08626022   0.08055418   0.14069503  -0.27033496   0.00599730   0.01352099  -0.03751354   0.00041465   0.00114278  -0.00414688   0.00002775   0.00009014  -0.00040696
   0.08903859   0.08314110   0.14519564  -0.27881005   0.00638836   0.01440069  -0.03993484   0.00045580   0.00125600  -0.00455580   0.00003147   0.00010222  -0.00046134
   0.09190157   0.08580604   0.14983024  -0.28752028   0.00680420   0.01533586  -0.04250618   0.00050096   0.00138023  -0.00500411   0.00003569   0.00011591  -0.00052286
   0.09485175   0.08855131   0.15460259  -0.29647062   0.00724635   0.01632990  -0.04523644   0.00055052   0.00151651  -0.00549552   0.00004047   0.00013140  -0.00059247
   0.09789177   0.09137927   0.15951659  -0.30566599   0.00771644   0.01738642  -0.04813499   0.00060489   0.00166600  -0.00603409   0.00004587   0.00014893  -0.00067119
   0.10102437   0.09429235   0.16457618  -0.31511125   0.00821620   0.01850926  -0.05121170   0.00066453   0.00182994  -0.00662421   0.00005199   0.00016877  -0.00076021
   0.10425237   0.09729305   0.16978540  -0.32481115   0.00874748   0.01970247  -0.05447698   0.00072996   0.00200971  -0.00727071   0.00005892   0.00019121  -0.00086086
   0.10757868   0.10038393   0.17514841  -0.33477033   0.00931222   0.02097034  -0.05794178   0.00080173   0.00220682  -0.00797885   0.00006676   0.00021661  -0.00097461
   0.11100629   0.10356763   0.18066940  -0.34499328   0.00991249   0.02231744  -0.06161764   0.00088043   0.00242292  -0.00875434   0.00007563   0.00024533  -0.00110316
   0.11453829   0.10684684   0.18635269  -0.35548430   0.01055048   0.02374857  -0.06551666   0.00096674   0.00265980  -0.00960342   0.00008567   0.00027781  -0.00124840
   0.11817786   0.11022433   0.19220267  -0.36624749   0.01122853   0.02526883  -0.06965159   0.00106137   0.00291942  -0.01053289   0.00009702   0.00031454  -0.00141245
   0.12192826   0.11370295   0.19822379  -0.37728667   0.01194908   0.02688363  -0.07403580   0.00116512   0.00320393  -0.01155014   0.00010986   0.00035606  -0.00159771
   0.12579288   0.11728561   0.20442060  -0.38860541   0.01271477   0.02859866  -0.07868332   0.00127886   0.00351568  -0.01266323   0.00012438   0.00040299  -0.00180688
   0.12977520   0.12097530   0.21079774  -0.40020690   0.01352836   0.03041997  -0.08360887   0.00140353   0.00385723  -0.01388092   0.00014079   0.00045603  -0.00204297
   0.13387880   0.12477508   0.21735988  -0.41209396   0.01439278   0.03235395  -0.08882783   0.00154017   0.00423137  -0.01521272   0.00015935   0.00051596  -0.00230940
   0.13810737   0.12868809   0.22411179  -0.42426897   0.01531116   0.03440734  -0.09435633   0.00168992   0.00464117  -0.01666898   0.00018033   0.00058368  -0.00260998
   0.14246472   0.13271753   0.23105830  -0.43673379   0.01628679   0.03658728  -0.10021118   0.00185401   0.00508996  -0.01826095   0.00020404   0.00066016  -0.00294901
   0.14695477   0.13686670   0.23820428  -0.44948971   0.01732316   0.03890129  -0.10640996   0.00203380   0.00558137  -0.02000082   0.00023083   0.00074654  -0.00333129
   0.15158156   0.14113895   0.24555467  -0.46253738   0.01842398   0.04135735  -0.11297096   0.00223077   0.00611937  -0.02190181   0.00026110   0.00084408  -0.00376224
   0.15634926   0.14553773   0.25311443  -0.47587673   0.01959317   0.04396383  -0.11991323   0.00244654   0.00670831  -0.02397828   0.00029530   0.00095421  -0.00424790
   0.16126216   0.15006655   0.26088859  -0.48950685   0.02083487   0.04672961  -0.12725655   0.00268288   0.00735290  -0.02624576   0.00033394   0.00107851  -0.00479507
   0.16632468   0.15472898   0.26888217  -0.50342597   0.02215350   0.04966403  -0.13502143   0.00294173   0.00805828  -0.02872106   0.00037758   0.00121880  -0.00541134
   0.17154137   0.15952871   0.27710023  -0.51763127   0.02355368   0.05277694  -0.14322910   0.00322519   0.00883008  -0.03142236   0.00042686   0.00137710  -0.00610522
   0.17691694   0.16446945   0.28554779  -0.53211883   0.02504036   0.05607872  -0.15190146   0.00353557   0.00967440  -0.03436932   0.00048250   0.00155569  -0.00688622
   0.18245621   0.16955502   0.29422991  -0.54688348   0.02661873   0.05958030  -0.16106110   0.00387539   0.01059789  -0.03758314   0.00054532   0.00175712  -0.00776499
   0.18816418   0.17478929   0.30315158  -0.56191868   0.02829431   0.06329317  -0.17073121   0.00424740   0.01160781  -0.04108668   0.00061623   0.00198428  -0.00875339
   0.19404599   0.18017622   0.31231777  -0.57721636   0.03007292   0.06722943  -0.18093553   0.00465461   0.01271204  -0.04490456   0.00069627   0.00224040  -0.00986468
   0.20010692   0.18571980   0.32173337  -0.59276678   0.03196070   0.07140179  -0.19169829   0.00510027   0.01391915  -0.04906328   0.00078659   0.00252910  -0.01111366
   0.20635244   0.19142410   0.33140317  -0.60855836   0.03396418   0.07582359  -0.20304415   0.00558798   0.01523846  -0.05359129   0.00088850   0.00285445  -0.01251680
   0.21278816   0.19729327   0.34133188  -0.62457751   0.03609022   0.08050884  -0.21499802   0.00612162   0.01668010  -0.05851912   0.00100346   0.00322104  -0.01409243
   0.21941988   0.20333148   0.35152404  -0.64080841   0.03834608   0.08547222  -0.22758501   0.00670545   0.01825508  -0.06387944   0.00113314   0.00363397  -0.01586096
   0.22625356   0.20954297   0.36198404  -0.65723281   0.04073941   0.09072911  -0.24083025   0.00734409   0.01997532  -0.06970723   0.00127939   0.00409901  -0.01784502
   0.23329536   0.21593201   0.37271605  -0.67382983   0.04327829   0.09629559  -0.25475872   0.00804261   0.02185380  -0.07603976   0.00144430   0.00462258  -0.02006976
   0.24055162   0.22250292   0.38372402  -0.69057568   0.04597126   0.10218848  -0.26939502   0.00880648   0.02390453  -0.08291677   0.00163022   0.00521189  -0.02256303
   0.24802886   0.22926004   0.39501162  -0.70744343   0.04882729   0.10842534  -0.28476317   0.00964172   0.02614274  -0.09038046   0.00183979   0.00587501  -0.02535564
   0.25573382   0.23620772   0.40658217  -0.72440275   0.05185584   0.11502444  -0.30088630   0.01055483   0.02858489  -0.09847557   0.00207596   0.00662096  -0.02848165
   0.26367343   0.24335036   0.41843865  -0.74141956   0.05506690   0.12200485  -0.31778637   0.01155292   0.03124879  -0.10724937   0.00234208   0.00745984  -0.03197864
   0.27185483   0.25069231   0.43058360  -0.75845579   0.05847093   0.12938636  -0.33548377   0.01264371   0.03415367  -0.11675168   0.00264187   0.00840290  -0.03588797
   0.28028540   0.25823793   0.44301908  -0.77546904   0.06207898   0.13718950  -0.35399693   0.01383559   0.03732032  -0.12703482   0.00297953   0.00946272  -0.04025513
   0.28897271   0.26599158   0.45574659  -0.79241218   0.06590265   0.14543554  -0.37334183   0.01513768   0.04077114  -0.13815353   0.00335975   0.01065334  -0.04513003
   0.29792459   0.27395752   0.46876702  -0.80923307   0.06995410   0.15414645  -0.39353149   0.01655990   0.04453029  -0.15016479   0.00378781   0.01199039  -0.05056727
   0.30714910   0.28214001   0.48208057  -0.82587414   0.07424612   0.16334489  -0.41457537   0.01811301   0.04862376  -0.16312767   0.00426961   0.01349128  -0.05662648
   0.31665454   0.29054320   0.49568665  -0.84227202   0.07879210   0.17305415  -0.43647870   0.01980869   0.05307946  -0.17710303   0.00481176   0.01517537  -0.06337261
   0.32644946   0.29917115   0.50958381  -0.85835712   0.08360608   0.18329811  -0.45924172   0.02165960   0.05792738  -0.19215317   0.00542167   0.01706418  -0.07087617
   0.33654268   0.30802778   0.52376960  -0.87405323   0.08870275   0.19410117  -0.48285888   0.02367946   0.06319965  -0.20834136   0.00610762   0.01918162  -0.07921345
   0.34694328   0.31711690   0.53824054  -0.88927711   0.09409746   0.20548817  -0.50731788   0.02588315   0.06893066  -0.22573126   0.00687887   0.02155417  -0.08846671
   0.35766063   0.32644211   0.55299189  -0.90393807   0.09980624   0.21748431  -0.53259868   0.02828675   0.07515711  -0.24438624   0.00774577   0.02421117  -0.09872432
   0.36870437   0.33600680   0.56801764  -0.91793751   0.10584580   0.23011499  -0.55867240   0.03090766   0.08191817  -0.26436845   0.00871987   0.02718506  -0.11008069
   0.38008445   0.34581415   0.58331028  -0.93116859   0.11223355   0.24340569  -0.58550006   0.03376467   0.08925548  -0.28573784   0.00981406   0.03051167  -0.12263624
   0.39181110   0.35586701   0.59886069  -0.94351576   0.11898758   0.25738183  -0.61303129   0.03687807   0.09721324  -0.30855089   0.01104273   0.03423049  -0.13649713
   0.40389487   0.36616795   0.61465798  -0.95485443   0.12612666   0.27206853  -0.64120288   0.04026974   0.10583823  -0.33285915   0.01242189   0.03838498  -0.15177477
   0.41634666   0.37671914   0.63068931  -0.96505064   0.13367026   0.28749039  -0.66993726   0.04396324   0.11517984  -0.35870752   0.01396937   0.04302289  -0.16858524
   0.42917766   0.38752233   0.64693967  -0.97396077   0.14163849   0.30367127  -0.69914080   0.04798392   0.12529003  -0.38613228   0.01570499   0.04819655  -0.18704829
   0.44239941   0.39857881   0.66339174  -0.98143131   0.15005207   0.32063393  -0.72870214   0.05235904   0.13622328  -0.41515876   0.01765077   0.05396321  -0.20728609
   0.45602384   0.40988931   0.68002561  -0.98729872   0.15893237   0.33839970  -0.75849028   0.05711782   0.14803647  -0.44579876   0.01983117   0.06038530  -0.22942155
   0.47006318   0.42145395   0.69681857  -0.99138942   0.16830127   0.35698811  -0.78835273   0.06229160   0.16078871  -0.47804756   0.02227326   0.06753078  -0.25357622
   0.48453009   0.43327220   0.71374488  -0.99351984   0.17818116   0.37641639  -0.81811353   0.06791387   0.17454113  -0.51188056   0.02500704   0.07547334  -0.27986764
   0.49943758   0.44534273   0.73077547  -0.99349668   0.18859486   0.39669899  -0.84757125   0.07402043   0.18935656  -0.54724955   0.02806564   0.08429266  -0.30840604
   0.51479908   0.45766341   0.74787768  -0.99111729   0.19956551   0.41784701  -0.87649702   0.08064941   0.20529911  -0.58407854   0.03148566   0.09407456  -0.33929041
   0.53062840   0.47023112   0.76501493  -0.98617036   0.21111650   0.43986754  -0.90463261   0.08784135   0.22243365  -0.62225926   0.03530742   0.10491109  -0.37260370
   0.54693979   0.48304174   0.78214644  -0.97843672   0.22327133   0.46276292  -0.93168864   0.09563930   0.24082521  -0.66164617   0.03957528   0.11690052  -0.40840722
   0.56374794   0.49608996   0.79922687  -0.96769059   0.23605343   0.48652998  -0.95734294   0.10408877   0.26053817  -0.70205120   0.04433792   0.13014719  -0.44673404
   0.58106797   0.50936921   0.81620595  -0.95370102   0.24948606   0.51115909  -0.98123919   0.11323782   0.28163528  -0.74323812   0.04964871   0.14476126  -0.48758138
   0.59891548   0.52287153   0.83302816  -0.93623383   0.26359202   0.53663322  -1.00298596   0.12313696   0.30417660  -0.78491667   0.05556598   0.16085816  -0.53090192
   0.61730653   0.53658737   0.84963230  -0.91505395   0.27839349   0.56292684  -1.02215619   0.13383914   0.32821805  -0.82673668   0.06215333   0.17855785  -0.57659397
   0.63625766   0.55050553   0.86595112  -0.88992825   0.29391172   0.59000470  -1.03828736   0.14539963   0.35380991  -0.86828202   0.06947993   0.19798386  -0.62449058
   0.65578595   0.56461290   0.88191090  -0.86062892   0.31016670   0.61782057  -1.05088240   0.15787584   0.38099493  -0.90906496   0.07762075   0.21926184  -0.67434758
   0.67590896   0.57889435   0.89743102  -0.82693752   0.32717687   0.64631582  -1.05941161   0.17132708   0.40980618  -0.94852093   0.08665681   0.24251779  -0.72583076
   0.69664480   0.59333253   0.91242357  -0.78864970   0.34495866   0.67541791  -1.06331577   0.18581430   0.44026461  -0.98600402   0.09667531   0.26787579  -0.77850228
