# rfoi, wavefunction   0.00000000  -0.00000000
   0.00347175  -0.00021831
   0.00695555  -0.00087629
   0.01045145  -0.00197851
   0.01395948  -0.00352951
   0.01747969  -0.00553295
   0.02101213  -0.00799150
   0.02455682  -0.01090895
   0.02811383  -0.01428818
   0.03168318  -0.01813203
   0.03526492  -0.02244299
   0.03885910  -0.02722330
   0.04246576  -0.03247491
   0.04608494  -0.03819948
   0.04971668  -0.04439835
   0.05336104  -0.05107257
   0.05701804  -0.05822285
   0.06068774  -0.06584959
   0.06437018  -0.07395284
   0.06806541  -0.08253233
   0.07177346  -0.09158740
   0.07549439  -0.10111706
   0.07922824  -0.11111994
   0.08297505  -0.12159431
   0.08673486  -0.13253802
   0.09050773  -0.14394857
   0.09429370  -0.15582303
   0.09809281  -0.16815807
   0.10190512  -0.18094997
   0.10573065  -0.19419455
   0.10956947  -0.20788723
   0.11342162  -0.22202299
   0.11728714  -0.23659636
   0.12116608  -0.25160143
   0.12505848  -0.26703183
   0.12896440  -0.28288074
   0.13288389  -0.29914085
   0.13681697  -0.31580442
   0.14076372  -0.33286320
   0.14472416  -0.35030848
   0.14869835  -0.36813105
   0.15268635  -0.38632122
   0.15668818  -0.40486880
   0.16070391  -0.42376311
   0.16473359  -0.44299298
   0.16877725  -0.46254672
   0.17283495  -0.48241215
   0.17690674  -0.50257658
   0.18099266  -0.52302682
   0.18509277  -0.54374915
   0.18920712  -0.56472938
   0.19333574  -0.58595278
   0.19747870  -0.60740413
   0.20163605  -0.62906770
   0.20580783  -0.65092727
   0.20999409  -0.67296610
   0.21419488  -0.69516696
   0.21841026  -0.71751214
   0.22264028  -0.73998341
   0.22688498  -0.76256209
   0.23114441  -0.78522900
   0.23541864  -0.80796450
   0.23970770  -0.83074848
   0.24401165  -0.85356036
   0.24833055  -0.87637914
   0.25266444  -0.89918335
   0.25701337  -0.92195112
   0.26137741  -0.94466014
   0.26575659  -0.96728769
   0.27015098  -0.98981068
   0.27456063  -1.01220563
   0.27898558  -1.03444867
   0.28342590  -1.05651561
   0.28788163  -1.07838198
   0.29235283  -1.10002313
   0.29683955  -1.12141435
   0.30134186  -1.14253100
   0.30585979  -1.16334857
   0.31039340  -1.18384260
   0.31494276  -1.20398847
   0.31950791  -1.22376133
   0.32408891  -1.24313602
   0.32868581  -1.26208700
   0.33329868  -1.28058854
   0.33792755  -1.29861470
   0.34257250  -1.31613946
   0.34723358  -1.33313668
   0.35191083  -1.34958016
   0.35660433  -1.36544369
   0.36131412  -1.38070105
   0.36604026  -1.39532610
   0.37078280  -1.40929275
   0.37554182  -1.42257500
   0.38031735  -1.43514702
   0.38510947  -1.44698315
   0.38991822  -1.45805792
   0.39474367  -1.46834613
   0.39958587  -1.47782284
   0.40444488  -1.48646345
   0.40932076  -1.49424369
   0.41421356  -1.50113971
   0.41912336  -1.50712807
   0.42405020  -1.51218579
   0.42899414  -1.51629044
   0.43395525  -1.51942009
   0.43893358  -1.52155345
   0.44392920  -1.52266982
   0.44894215  -1.52274919
   0.45397252  -1.52177226
   0.45902034  -1.51972049
   0.46408570  -1.51657615
   0.46916863  -1.51232233
   0.47426922  -1.50694302
   0.47938751  -1.50042312
   0.48452357  -1.49274851
   0.48967746  -1.48390610
   0.49484925  -1.47388383
   0.50003899  -1.46267076
   0.50524675  -1.45025707
   0.51047259  -1.43663416
   0.51571657  -1.42179461
   0.52097875  -1.40573230
   0.52625921  -1.38844242
   0.53155800  -1.36992151
   0.53687518  -1.35016748
   0.54221083  -1.32917970
   0.54756499  -1.30695900
   0.55293775  -1.28350769
   0.55832916  -1.25882965
   0.56373929  -1.23293035
   0.56916820  -1.20581683
   0.57461595  -1.17749782
   0.58008262  -1.14798369
   0.58556827  -1.11728656
   0.59107297  -1.08542023
   0.59659677  -1.05240031
   0.60213976  -1.01824417
   0.60770198  -0.98297100
   0.61328352  -0.94660180
   0.61888443  -0.90915945
   0.62450479  -0.87066868
   0.63014466  -0.83115610
   0.63580412  -0.79065022
   0.64148322  -0.74918142
   0.64718203  -0.70678203
   0.65290064  -0.66348626
   0.65863909  -0.61933022
   0.66439747  -0.57435196
   0.67017584  -0.52859141
   0.67597427  -0.48209039
   0.68179283  -0.43489261
   0.68763159  -0.38704363
   0.69349062  -0.33859086
   0.69937000  -0.28958355
   0.70526978  -0.24007271
   0.71119005  -0.19011115
   0.71713087  -0.13975342
   0.72309232  -0.08905574
   0.72907446  -0.03807597
   0.73507737   0.01312649
   0.74110113   0.06449070
   0.74714579   0.11595426
   0.75321144   0.16745339
   0.75929815   0.21892293
   0.76540599   0.27029651
   0.77153504   0.32150649
   0.77768536   0.37248413
   0.78385704   0.42315957
   0.79005014   0.47346196
   0.79626475   0.52331956
   0.80250093   0.57265983
   0.80875876   0.62140954
   0.81503831   0.66949488
   0.82133967   0.71684156
   0.82766290   0.76337490
   0.83400809   0.80902001
   0.84037530   0.85370184
   0.84676462   0.89734537
   0.85317612   0.93987569
   0.85960989   0.98121817
   0.86606598   1.02129858
   0.87254449   1.06004323
   0.87904550   1.09737912
   0.88556907   1.13323410
   0.89211529   1.16753701
   0.89868424   1.20021782
   0.90527600   1.23120782
   0.91189064   1.26043974
   0.91852824   1.28784796
   0.92518889   1.31336864
   0.93187266   1.33693988
   0.93857963   1.35850191
   0.94530989   1.37799724
   0.95206352   1.39537084
   0.95884060   1.41057031
   0.96564120   1.42354602
   0.97246541   1.43425134
   0.97931331   1.44264272
   0.98618499   1.44867993
   0.99308053   1.45232619
   1.00000000   1.45354836
