Ca    020 0 129 126   0.000000   0.000000   0.000000   2.664397   0.720000     2
   20   40   60   80  100  120  200  200  200  200                             3
 -2.1030704E+03-1.9174209E+03-1.7604037E+03-1.6258884E+03-1.5093781E+03      109
 -1.4074998E+03-1.3176734E+03-1.2378916E+03-1.1665693E+03-1.1024383E+03      110
 -9.9182829E+02-8.9985023E+02-8.2220180E+02-7.5580826E+02-6.9841419E+02      111
 -6.4832740E+02-6.0425323E+02-5.6518526E+02-5.3032887E+02-4.9904849E+02      112
 -4.7082987E+02-4.4525256E+02-4.2196949E+02-4.0069173E+02-3.8117654E+02      113
 -3.6321904E+02-3.4664497E+02-3.3130500E+02-3.1707027E+02-3.0382942E+02      114
 -2.7995385E+02-2.5903726E+02-2.4058116E+02-2.2419143E+02-2.0955240E+02      115
 -1.9640827E+02-1.8454969E+02-1.7380386E+02-1.6402733E+02-1.5509992E+02      116
 -1.4692010E+02-1.3940191E+02-1.3247205E+02-1.2606832E+02-1.2013595E+02      117
 -1.1462792E+02-1.0950365E+02-1.0472690E+02-1.0026613E+02-9.6093461E+01      118
 -8.8515651E+01-8.1825189E+01-7.5886619E+01-7.0589617E+01-6.5843427E+01      119
 -6.1572751E+01-5.7714658E+01-5.4216205E+01-5.1032031E+01-4.8124464E+01      120
 -4.5461101E+01-4.3013964E+01-4.0758725E+01-3.8675300E+01-3.6745633E+01      121
 -3.4954128E+01-3.3287712E+01-3.1734318E+01-3.0284032E+01-2.8927735E+01      122
 -2.6466729E+01-2.4298390E+01-2.2380296E+01-2.0677378E+01-1.9159820E+01      123
 -1.7801841E+01-1.6581132E+01-1.5479336E+01-1.4480023E+01-1.3569489E+01      124
 -1.2736708E+01-1.1972955E+01-1.1269948E+01-1.0621464E+01-1.0022146E+01      125
 -9.4671044E+00-8.9524456E+00-8.4744842E+00-8.0301386E+00-7.6165599E+00      126
 -6.8719502E+00-6.2232835E+00-5.6562116E+00-5.1587401E+00-4.7206828E+00      127
 -4.3336904E+00-3.9906392E+00-3.6855062E+00-3.4130729E+00-3.1690214E+00      128
 -2.9498028E+00-2.7522485E+00-2.5737552E+00-2.4121259E+00-2.2654775E+00      129
 -2.1322403E+00-2.0109975E+00-1.9007324E+00-1.8002537E+00-1.7089877E+00      130
 -1.5506007E+00-1.4206075E+00-1.3149591E+00-1.2302052E+00-1.1634445E+00      131
 -1.1122331E+00-1.0744555E+00-1.0485840E+00-1.0335686E+00                    132
 O    0 8 0 110 107  -4.544792   4.544792   4.544792   1.860488   0.744000   159
   20   40   60   80  100  200  200  200  200  200                           160
  2.2133535E-03 4.4267070E-03 6.6400604E-03 8.8534139E-03 1.1066767E-02      161
 -7.1992934E+03-3.5847021E+03-2.3797462E+03-1.7772095E+03-1.4156481E+03      162
 -1.1745801E+03-1.0023700E+03-8.7319993E+02-7.7272623E+02-6.9234260E+02      163
 -6.2657214E+02-5.7176340E+02-5.2538831E+02-4.8564114E+02-4.5119737E+02      164
 -4.2106375E+02-3.9448050E+02-3.7085667E+02-3.4972567E+02-3.3071417E+02      165
 -2.9789551E+02-2.7057287E+02-2.4748029E+02-2.2771321E+02-2.1060777E+02      166
 -1.9566591E+02-1.8250649E+02-1.7083285E+02-1.6041065E+02-1.5105225E+02      167
 -1.4260569E+02-1.3494650E+02-1.2797182E+02-1.2159586E+02-1.1574653E+02      168
 -1.1036269E+02-1.0539236E+02-1.0079094E+02-9.6519959E+01-9.2545886E+01      169
 -8.5376329E+01-7.9089903E+01-7.3537201E+01-6.8600297E+01-6.4184894E+01      170
 -6.0214777E+01-5.6627721E+01-5.3372455E+01-5.0406388E+01-4.7693717E+01      171
 -4.5204475E+01-4.2913203E+01-4.0798158E+01-3.8840563E+01-3.7024355E+01      172
 -3.5335639E+01-3.3762182E+01-3.2293387E+01-3.0919873E+01-2.9633427E+01      173
 -2.7293088E+01-2.5222646E+01-2.3381947E+01-2.1738032E+01-2.0263491E+01      174
 -1.8935300E+01-1.7734007E+01-1.6643128E+01-1.5648885E+01-1.4739449E+01      175
 -1.3904638E+01-1.3135886E+01-1.2426258E+01-1.1769248E+01-1.1159491E+01      176
 -1.0592617E+01-1.0064380E+01-9.5714264E+00-9.1106289E+00-8.6792705E+00      177
 -7.8955531E+00-7.2039522E+00-6.5912549E+00-6.0466072E+00-5.5610245E+00      178
 -5.1269574E+00-4.7379941E+00-4.3886762E+00-4.0742480E+00-3.7907275E+00      179
 -3.5346464E+00-3.3028198E+00-3.0926707E+00-2.9019174E+00-2.7283484E+00      180
 -2.5703179E+00-2.4261596E+00-2.2944866E+00-2.1740748E+00-2.0637795E+00      181
 -1.8698552E+00-1.7061175E+00-1.5673388E+00-1.4493401E+00-1.3487832E+00      182
 -1.2629980E+00-1.1898237E+00-1.1275040E+00-1.0746214E+00-1.0301275E+00      183
 O    2 8 0   0 107  -4.544792   0.000000   0.000000   1.880395   0.744000   206
 O    2 8 0   0 107   0.000000   0.000000   4.544792   1.880395   0.744000   207
 O    2 8 0   0 107   4.544792   0.000000   0.000000   1.880395   0.744000   208
 O    2 8 0   0 107   0.000000   0.000000  -4.544792   1.880395   0.744000   209
 O    2 8 0   0 107   0.000000   4.544792   0.000000   1.880395   0.744000   210
Ca    320 0   0 126   4.544792   0.000000  -4.544792   2.684304   0.720000   211
Ca    320 0   0 126   4.544792   4.544792   0.000000   2.684304   0.720000   212
Ca    320 0   0 126  -4.544792  -4.544792   0.000000   2.684304   0.720000   213
Ca    320 0   0 126  -4.544792   0.000000  -4.544792   2.684304   0.720000   214
Ca    320 0   0 126   4.544792   0.000000   4.544792   2.684304   0.720000   215
Ca    320 0   0 126   4.544792  -4.544792   0.000000   2.684304   0.720000   216
Ca    320 0   0 126   0.000000  -4.544792   4.544792   2.684304   0.720000   217
Ca    320 0   0 126  -4.544792   0.000000   4.544792   2.684304   0.720000   218
Ca    320 0   0 126  -4.544792   4.544792   0.000000   2.684304   0.720000   219
Ca    320 0   0 126   0.000000   4.544792  -4.544792   2.684304   0.720000   220
Ca    320 0   0 126   0.000000  -4.544792  -4.544792   2.684304   0.720000   221
 O    4 8 0   0 107   4.544792  -4.544792  -4.544792   1.860488   0.744000   222
 O    4 8 0   0 107  -4.544792  -4.544792   4.544792   1.860488   0.744000   223
 O    4 8 0   0 107   4.544792   4.544792  -4.544792   1.860488   0.744000   224
 O    4 8 0   0 107   4.544792   4.544792   4.544792   1.860488   0.744000   225
 O    4 8 0   0 107  -4.544792  -4.544792  -4.544792   1.860488   0.744000   226
 O    4 8 0   0 107  -4.544792   4.544792  -4.544792   1.860488   0.744000   227
 O    4 8 0   0 107   4.544792  -4.544792   4.544792   1.860488   0.744000   228
 -9.3642151E-01                                                              229
