# y(file,data)
#      x           y(1,1)       y(2,1)       y(3,1)     sum_data1  
    30.686258     0.012206     0.019895     0.007579     0.067153
    30.761090     0.013915     0.021923     0.010464     0.078690
    30.835922     0.015233     0.024764     0.013762     0.092285
    30.910754     0.016309     0.022213     0.012501     0.085737
    30.985586     0.013784     0.018919     0.010480     0.072580
    31.060418     0.011332     0.016381     0.009928     0.063950
    31.135249     0.010798     0.013993     0.009262     0.057308
    31.210081     0.010126     0.012281     0.008431     0.051550
    31.284913     0.009664     0.011547     0.007815     0.048387
    31.359745     0.009360     0.011049     0.007514     0.046487
    31.434577     0.009124     0.010772     0.007442     0.045553
    31.509409     0.009018     0.010774     0.007580     0.045725
    31.584241     0.009029     0.011260     0.007911     0.047370
    31.659073     0.009233     0.012282     0.008406     0.050610
    31.733905     0.009426     0.013585     0.008799     0.054193
    31.808737     0.009488     0.014947     0.008670     0.056720
    31.883568     0.009203     0.016511     0.007792     0.057810
    31.958400     0.008873     0.018247     0.007910     0.061189
    32.033232     0.008802     0.019524     0.008626     0.065102
    32.108064     0.009245     0.019644     0.008716     0.065965
    32.182896     0.009188     0.019369     0.008497     0.064922
    32.257728     0.009026     0.018703     0.008234     0.062900
    32.332560     0.009146     0.017815     0.008120     0.061014
    32.407392     0.009269     0.017069     0.008426     0.060260
    32.482224     0.009216     0.016600     0.008792     0.060001
    32.557056     0.008979     0.015972     0.008875     0.058672
    32.631887     0.008517     0.015248     0.008775     0.056562
    32.706719     0.008048     0.014161     0.008722     0.053814
    32.781551     0.008280     0.013049     0.008842     0.052063
    32.856383     0.008174     0.012456     0.009118     0.051322
    32.931215     0.006537     0.010310     0.008696     0.044550
    33.006047     0.005245     0.008353     0.008495     0.038941
    33.080879     0.004332     0.007001     0.008245     0.034824
    33.155711     0.003811     0.006337     0.007973     0.032430
    33.230543     0.003661     0.006318     0.007693     0.031684
    33.305375     0.003798     0.006577     0.007409     0.031768
    33.380206     0.004098     0.006791     0.007126     0.031933
    33.455038     0.004446     0.006956     0.006929     0.032215
    33.529870     0.004799     0.007136     0.006957     0.032985
    33.604702     0.005116     0.007374     0.007219     0.034302
    33.679534     0.005422     0.007681     0.007673     0.036128
    33.754366     0.005556     0.007976     0.007945     0.037397
    33.829198     0.005446     0.008217     0.007759     0.037399
    33.904030     0.005219     0.008372     0.007392     0.036745
    33.978862     0.004973     0.008402     0.007004     0.035784
    34.053694     0.004827     0.008452     0.006756     0.035242
    34.128525     0.004752     0.008651     0.006823     0.035699
    34.203357     0.004596     0.009018     0.006994     0.036620
    34.278189     0.004441     0.009489     0.007272     0.037963
    34.353021     0.004205     0.009946     0.007628     0.039352
    34.427853     0.003886     0.010318     0.008022     0.040564
    34.502685     0.003604     0.010701     0.008161     0.041327
    34.577517     0.003387     0.011153     0.007485     0.040663
    34.652349     0.003229     0.011549     0.006762     0.039852
    34.727181     0.003091     0.011154     0.006172     0.037742
    34.802013     0.002982     0.010689     0.005341     0.035042
    34.876844     0.002756     0.009869     0.004636     0.031765
    34.951676     0.002482     0.008621     0.004193     0.028109
    35.026508     0.002204     0.007327     0.005197     0.027251
    35.101340     0.001941     0.006144     0.007916     0.030061
    35.176172     0.001696     0.007452     0.009159     0.034918
    35.251004     0.001467     0.012773     0.008198     0.043409
    35.325836     0.001290     0.016881     0.008326     0.051704
    35.400668     0.001393     0.019399     0.009526     0.059244
    35.475500     0.001843     0.020078     0.010572     0.063143
    35.550332     0.002359     0.020408     0.010931     0.065037
    35.625163     0.003033     0.021833     0.010596     0.067891
    35.699995     0.003373     0.020100     0.009789     0.063152
    35.774827     0.003335     0.018427     0.009064     0.058319
    35.849659     0.003234     0.016291     0.009125     0.054065
    35.924491     0.003142     0.014446     0.009954     0.051941
    35.999323     0.003097     0.013030     0.010095     0.049347
    36.074155     0.003089     0.011781     0.009494     0.045640
    36.148987     0.003104     0.010567     0.009577     0.043392
    36.223819     0.003275     0.009792     0.009353     0.041564
    36.298651     0.003905     0.011131     0.008639     0.043443
    36.373482     0.004259     0.012064     0.007566     0.043520
    36.448314     0.003786     0.012580     0.006973     0.042893
    36.523146     0.002863     0.012850     0.006789     0.042140
    36.597978     0.001850     0.012428     0.006415     0.039537
    36.672810     0.001510     0.011364     0.006060     0.036357
    36.747642     0.001382     0.010546     0.006108     0.034689
    36.822474     0.001181     0.009866     0.006160     0.033232
    36.897306     0.001085     0.009755     0.005770     0.032136
    36.972138     0.001057     0.009140     0.005282     0.029901
    37.046970     0.001069     0.008622     0.004911     0.028134
    37.121801     0.001091     0.008278     0.004728     0.027103
    37.196633     0.001100     0.007973     0.004742     0.026530
    37.271465     0.001102     0.007715     0.004914     0.026360
    37.346297     0.001098     0.007533     0.005193     0.026551
    37.421129     0.001083     0.007399     0.005739     0.027359
    37.495961     0.001073     0.007552     0.006636     0.029450
    37.570793     0.001147     0.008245     0.007736     0.033110
    37.645625     0.001348     0.009136     0.008481     0.036581
    37.720457     0.001479     0.009588     0.009451     0.039557
    37.795289     0.001610     0.009530     0.009061     0.038791
    37.870120     0.002245     0.009084     0.008517     0.037447
    37.944952     0.002071     0.008734     0.008039     0.035618
    38.019784     0.002035     0.008675     0.006687     0.032760
    38.094616     0.001807     0.008041     0.005654     0.029197
    38.169448     0.001493     0.006811     0.005450     0.026015
    38.244280     0.001342     0.006729     0.006531     0.027862
    38.319112     0.001386     0.008302     0.009131     0.036252
    38.393944     0.001771     0.011036     0.011877     0.047595
    38.468776     0.002440     0.014081     0.013384     0.057368
    38.543608     0.003287     0.016800     0.014025     0.064937
    38.618439     0.004091     0.019088     0.013279     0.068825
    38.693271     0.004659     0.020635     0.012228     0.070386
    38.768103     0.004508     0.020682     0.010809     0.067490
    38.842935     0.003810     0.019153     0.011015     0.064147
    38.917767     0.004157     0.018150     0.011243     0.062942
    38.992599     0.003815     0.013111     0.014389     0.058816
    39.067431     0.003063     0.008931     0.012691     0.046307
    39.142263     0.001737     0.017549     0.015747     0.068329
    39.217095     0.004861     0.023500     0.016030     0.083921
    39.291927     0.008208     0.028423     0.013898     0.092852
    39.366758     0.007927     0.028547     0.010390     0.085802
    39.441590     0.006230     0.023594     0.007805     0.069028
    39.516422     0.004479     0.018272     0.006485     0.053994
    39.591254     0.003089     0.015462     0.008808     0.051630
    39.666086     0.002456     0.020838     0.010607     0.065345
    39.740918     0.002283     0.023807     0.010430     0.070758
    39.815750     0.002401     0.023605     0.011418     0.072449
    39.890582     0.002818     0.022895     0.013429     0.075467
    39.965414     0.003370     0.023787     0.013528     0.078000
    40.040246     0.003473     0.024728     0.013988     0.080904
    40.115077     0.003703     0.026265     0.012224     0.080680
    40.189909     0.004248     0.026756     0.011461     0.080682
    40.264741     0.003557     0.026261     0.012105     0.080289
    40.339573     0.004227     0.024922     0.012686     0.079443
    40.414405     0.004940     0.024500     0.010442     0.074823
    40.489237     0.005039     0.023279     0.009657     0.070911
    40.564069     0.002871     0.021698     0.008415     0.063097
    40.638901     0.002958     0.021132     0.007756     0.060733
    40.713733     0.002864     0.020552     0.006894     0.057758
    40.788565     0.002756     0.018556     0.006105     0.052076
    40.863396     0.002689     0.017136     0.006103     0.049167
    40.938228     0.002553     0.017452     0.006101     0.049659
    41.013060     0.002387     0.017916     0.006208     0.050634
    41.087892     0.002296     0.017748     0.006247     0.050287
    41.162724     0.002184     0.018599     0.007293     0.053969
    41.237556     0.002112     0.022640     0.009475     0.066343
    41.312388     0.002126     0.025351     0.008941     0.070709
    41.387220     0.002196     0.022946     0.007518     0.063125
    41.462052     0.002086     0.018096     0.005492     0.049263
    41.536884     0.001865     0.014282     0.004431     0.039291
    41.611715     0.001688     0.012169     0.004136     0.034298
    41.686547     0.001525     0.011245     0.004247     0.032509
    41.761379     0.001223     0.011173     0.005110     0.033788
    41.836211     0.001276     0.012701     0.005850     0.038378
    41.911043     0.001477     0.014465     0.005951     0.042309
    41.985875     0.001531     0.014468     0.005201     0.040869
    42.060707     0.001457     0.012200     0.004049     0.033955
    42.135539     0.001233     0.009188     0.003129     0.025868
    42.210371     0.001097     0.007261     0.002639     0.020897
    42.285203     0.000983     0.006617     0.002459     0.019133
    42.360034     0.000890     0.006249     0.002293     0.017976
    42.434866     0.000807     0.005884     0.002129     0.016832
    42.509698     0.000732     0.005547     0.001970     0.015767
    42.584530     0.000665     0.005231     0.001827     0.014780
    42.659362     0.000603     0.004928     0.001744     0.013946
    42.734194     0.000552     0.004722     0.001730     0.013457
    42.809026     0.000516     0.004600     0.001727     0.013171
    42.883858     0.000494     0.004434     0.001724     0.012810
    42.958690     0.000481     0.004207     0.001685     0.012265
    43.033522     0.000483     0.003962     0.001604     0.011615
    43.108353     0.000489     0.003677     0.001543     0.010928
    43.183185     0.000492     0.003449     0.001516     0.010421
    43.258017     0.000515     0.003405     0.001505     0.010334
    43.332849     0.000514     0.003396     0.001508     0.010323
    43.407681     0.000506     0.003422     0.001543     0.010437
    43.482513     0.000504     0.003533     0.001606     0.010783
    43.557345     0.000508     0.003716     0.001682     0.011303
    43.632177     0.000515     0.003935     0.001750     0.011885
    43.707009     0.000524     0.004175     0.001803     0.012480
    43.781841     0.000534     0.004421     0.001858     0.013094
    43.856672     0.000544     0.004665     0.001933     0.013740
    43.931504     0.000554     0.004921     0.002029     0.014454
    44.006336     0.000563     0.005203     0.002152     0.015274
    44.081168     0.000574     0.005526     0.002296     0.016218
    44.156000     0.000584     0.005888     0.002438     0.017236
    44.230832     0.000592     0.006284     0.002594     0.018349
    44.305664     0.000593     0.006777     0.002800     0.019747
    44.380496     0.000599     0.007446     0.003109     0.021709
    44.455328     0.000609     0.008120     0.003335     0.023520
    44.530160     0.000628     0.008606     0.003458     0.024757
    44.604991     0.000653     0.008841     0.003496     0.025327
    44.679823     0.000664     0.008814     0.003536     0.025363
    44.754655     0.000662     0.008896     0.003651     0.025754
    44.829487     0.000677     0.008787     0.003729     0.025708
    44.904319     0.000697     0.008224     0.003839     0.024823
    44.979151     0.000721     0.007797     0.003768     0.023852
    45.053983     0.000748     0.007562     0.003691     0.023254
    45.128815     0.000769     0.006652     0.004004     0.022081
    45.203647     0.000781     0.006845     0.004426     0.023322
    45.278479     0.000782     0.007624     0.004741     0.025512
    45.353310     0.000774     0.007616     0.004816     0.025638
    45.428142     0.000749     0.007444     0.004875     0.025386
    45.502974     0.000688     0.007391     0.005368     0.026206
    45.577806     0.000581     0.008014     0.006314     0.029237
    45.652638     0.000627     0.009259     0.005426     0.029998
    45.727470     0.000695     0.009593     0.005438     0.030756
    45.802302     0.000768     0.008381     0.005329     0.028187
    45.877134     0.000714     0.007770     0.005157     0.026567
    45.951966     0.000705     0.007702     0.004919     0.025949
    46.026798     0.000694     0.007768     0.004647     0.025525
    46.101629     0.000687     0.007664     0.004630     0.025274
    46.176461     0.000680     0.007336     0.004510     0.024371
    46.251293     0.000632     0.007222     0.004229     0.023534
    46.326125     0.000683     0.006926     0.003988     0.022511
    46.400957     0.000743     0.006561     0.003878     0.021621
    46.475789     0.000744     0.006100     0.003795     0.020534
    46.550621     0.000735     0.005770     0.003380     0.019034
    46.625453     0.000725     0.005512     0.002912     0.017574
    46.700285     0.000669     0.004981     0.002548     0.015727
    46.775117     0.000606     0.004407     0.002335     0.014090
    46.849948     0.000549     0.003975     0.002287     0.013072
    46.924780     0.000503     0.003759     0.002309     0.012639
    46.999612     0.000483     0.003712     0.002354     0.012616
    47.074444     0.000466     0.003735     0.002418     0.012773
    47.149276     0.000452     0.003800     0.002506     0.013063
    47.224108     0.000449     0.003885     0.002532     0.013283
    47.298940     0.000454     0.003935     0.002478     0.013281
    47.373772     0.000460     0.003918     0.002343     0.012982
    47.448604     0.000458     0.003821     0.002122     0.012344
    47.523436     0.000444     0.003618     0.001820     0.011319
    47.598267     0.000419     0.003285     0.001480     0.009948
    47.673099     0.000382     0.002831     0.001144     0.008333
    47.747931     0.000337     0.002333     0.000835     0.006674
    47.822763     0.000284     0.001850     0.000569     0.005122
    47.897595     0.000226     0.001400     0.000367     0.003760
    47.972427     0.000171     0.001001     0.000233     0.002638
    48.047259     0.000118     0.000680     0.000152     0.001782
    48.122091     0.000072     0.000367     0.000354     0.001514
    48.196923     0.000064     0.000263     0.001930     0.004450
    48.271755     0.000144     0.001984     0.005629     0.015371
    48.346586     0.000487     0.007132     0.008254     0.031259
    48.421418     0.001391     0.012340     0.007923     0.041916
    48.496250     0.002420     0.013344     0.006115     0.041338
    48.571082     0.002688     0.009449     0.003483     0.028553
    48.645914     0.002228     0.005498     0.001840     0.016904
    48.720746     0.001502     0.003327     0.001602     0.011360
    48.795578     0.000979     0.002284     0.001529     0.008606
    48.870410     0.000787     0.001949     0.001509     0.007702
    48.945242     0.000705     0.001764     0.001537     0.007307
    49.020074     0.000665     0.001661     0.001599     0.007185
    49.094905     0.000666     0.001600     0.001586     0.007039
    49.169737     0.000691     0.001439     0.001317     0.006202
    49.244569     0.000649     0.001181     0.001003     0.005016
    49.319401     0.000533     0.000914     0.000699     0.003759
    49.394233     0.000383     0.000648     0.000427     0.002533
    49.469065     0.000246     0.000411     0.000198     0.001466
    49.543897     0.000122     0.000210     0.000039     0.000620
    49.618729     0.000031     0.000062     0.000000     0.000156
    49.693561     0.000000     0.000002     0.000000     0.000004
    49.768393     0.000000     0.000000     0.000000     0.000000
    49.843224     0.000000     0.000000     0.000000     0.000000
    49.918056     0.000000     0.000000     0.000000     0.000000
    49.992888     0.000000     0.000000     0.000000     0.000000
    50.067720     0.000000     0.000000     0.000000     0.000000
    50.142552     0.000000     0.000000     0.000000     0.000000
    50.217384     0.000000     0.000000     0.000000     0.000000
